time_s,CF955_flow_ml_min,F50_flow_ml_min,F100_flow_ml_min,F200_flow_ml_min,F350_flow_ml_min,F500_flow_ml_min,F1000_flow_ml_min,F5000_flow_ml_min,F12500_flow_ml_min
974.5,,,0.021,-0.051,0.032,,,,
975,,,0.018,-0.058,0.031,,,,
975.5,,,0.017,-0.055,0.031,,,,
976,,,0.025,-0.046,0.027,,,,
976.5,,,0.027,-0.037,0.032,,,,
977,,,0.032,-0.03,0.036,,,,
977.5,,,0.029,-0.023,0.035,,,,
978,,,0.031,-0.022,0.034,,,,
978.5,,,0.031,-0.021,0.027,,,,
979,,,0.028,-0.02,0.021,,,,
979.5,,,0.032,-0.023,0.023,,,,
980,,,0.028,-0.024,0.024,,,,
980.5,,,0.03,-0.021,0.021,,,,
981,,,0.026,-0.024,0.02,,,,
981.5,,,0.023,-0.034,0.024,,,,
982,,,0.024,-0.043,0.025,,,,
982.5,,,0.022,-0.045,0.021,,,,
983,,,0.024,-0.044,0.008,,,,
983.5,,,0.023,-0.032,-0.025,,,,
984,,,0.021,-0.03,-0.043,,,,
984.5,,,0.02,-0.032,-0.052,,,,
985,,,0.017,-0.023,-0.057,,,,
985.5,,,0.023,-0.025,-0.053,,,,
986,,,0.026,-0.02,-0.037,,,,
986.5,,,0.029,-0.022,-0.028,,,,
987,,,0.029,-0.031,-0.03,,,,
987.5,,,0.028,-0.036,-0.052,,,,
988,,,0.029,-0.029,-0.063,,,,
988.5,,,0.027,-0.024,-0.039,,,,
989,,,0.032,-0.019,-0.023,,,,
989.5,,,0.031,-0.014,-0.014,,,,
990,,,0.028,-0.01,-0.035,,,,
990.5,,,0.023,-0.012,-0.037,,,,
991,,,0.02,-0.019,-0.021,,,,
991.5,,,0.022,-0.021,-0.007,,,,
992,,,0.02,-0.021,-0.015,,,,
992.5,,,0.022,-0.021,-0.021,,,,
993,,,0.022,-0.014,-0.016,,,,
993.5,,,0.018,-0.006,0.005,,,,
994,,,0.018,0,0.022,,,,
994.5,,,0.015,0.006,0.024,,,,
995,,,0.019,0.011,0.027,,,,
995.5,,,0.024,0.006,0.034,,,,
996,,,0.023,0.004,0.042,,,,
996.5,,,0.021,0.007,0.041,,,,
997,,,0.018,0.009,0.04,,,,
997.5,,,0.019,0.011,0.044,,,,
998,,,0.02,0.015,0.044,,,,
998.5,,,0.024,0.018,0.041,,,,
999,,,0.023,0.02,0.037,,,,
999.5,,,0.017,0.017,0.047,,,,
1000,,,0.019,0.016,0.051,,,,
1000.5,,,0.012,0.012,0.056,,,,
1001,,,0.013,0.016,0.057,,,,
1001.5,,,0.013,0.019,0.048,,,,
1002,,,0.014,0.017,0.046,,,,
1002.5,,,0.014,0.02,0.047,,,,
1003,,,0.011,0.018,0.045,,,,
1003.5,,,0.013,0.018,0.04,,,,
1004,,,0.008,0.015,0.042,,,,
1004.5,,,0.007,0.014,0.05,,,,
1005,,,0.013,0.01,0.055,,,,
1005.5,,,0.013,0.013,0.061,,,,
1006,,,0.016,0.021,0.059,,,,
1006.5,,,0.013,0.024,0.053,,,,
1007,,,0.012,0.026,0.055,,,,
1007.5,,,0.012,0.027,0.052,,,,
1008,,,0.011,0.026,0.046,,,,
1008.5,,,0.013,0.028,0.04,,,,
1009,,,0.01,0.025,0.047,,,,
1009.5,,,0.009,0.022,0.053,,,,
1010,,,0.001,0.015,0.057,,,,
1010.5,,,0.002,0.019,0.057,,,,
1011,,,0.005,0.022,0.05,,,,
1011.5,,,0.003,0.02,0.045,,,,
1012,,,0.006,0.021,0.047,,,,
1012.5,,,0.004,0.019,0.045,,,,
1013,,,0.005,0.02,0.041,,,,
1013.5,,,0.003,0.019,0.033,,,,
1014,,,-0.002,0.014,0.038,,,,
1014.5,,,0.004,0.013,0.052,,,,
1015,,,0.005,0.02,0.056,,,,
1015.5,,,0.008,0.023,0.055,,,,
1016,,,0.009,0.024,0.047,,,,
1016.5,,,0.009,0.025,0.044,,,,
1017,,,0.007,0.026,0.049,,,,
1017.5,,,0.005,0.026,0.05,,,,
1018,,,0.007,0.027,0.045,,,,
1018.5,,,0.002,0.026,0.037,,,,
1019,,,-0.003,0.025,0.044,,,,
1019.5,,,-0.003,0.018,0.055,,,,
1020,,,-0.005,0.016,0.059,,,,
1020.5,,,-0.008,0.022,0.059,,,,
1021,,,-0.016,0.022,0.054,,,,
1021.5,,,-0.031,0.022,0.048,,,,
1022,,,-0.051,0.021,0.049,,,,
1022.5,,,-0.066,0.019,0.049,,,,
1023,,,-0.065,0.018,0.043,,,,
1023.5,,,-0.041,0.016,0.035,,,,
1024,,,-0.018,0.014,0.045,,,,
1024.5,,,-0.011,0.018,0.055,,,,
1025,,,-0.009,0.025,0.059,,,,
1025.5,,,-0.012,0.026,0.058,,,,
1026,,,-0.017,0.024,0.052,,,,
1026.5,,,-0.026,0.031,0.051,,,,
1027,,,-0.031,0.032,0.057,,,,
1027.5,,,-0.037,0.033,0.052,,,,
1028,,,-0.041,0.034,0.045,,,,
1028.5,,,-0.027,0.03,0.04,,,,
1029,,,-0.022,0.023,0.037,,,,
1029.5,,,-0.021,0.016,0.05,,,,
1030,,,-0.02,0.02,0.058,,,,
1030.5,,,-0.023,0.023,0.059,,,,
1031,,,-0.029,0.022,0.057,,,,
1031.5,,,-0.032,0.022,0.052,,,,
1032,,,-0.032,0.019,0.057,,,,
1032.5,,,-0.035,0.018,0.054,,,,
1033,,,-0.037,0.014,0.048,,,,
1033.5,,,-0.03,0.012,0.041,,,,
1034,,,-0.028,0.009,0.046,,,,
1034.5,,,-0.027,0.013,0.055,,,,
1035,,,-0.022,0.018,0.062,,,,
1035.5,,,-0.021,0.018,0.061,,,,
1036,,,-0.018,0.021,0.057,,,,
1036.5,,,-0.017,0.023,0.053,,,,
1037,,,-0.02,0.022,0.056,,,,
1037.5,,,-0.007,0.024,0.053,,,,
1038,,,0.007,0.022,0.045,,,,
1038.5,,,0.007,0.023,0.04,,,,
1039,,,-0.003,0.014,0.05,,,,
1039.5,,,-0.01,0.012,0.058,,,,
1040,,,-0.015,0.018,0.062,,,,
1040.5,,,-0.011,0.02,0.061,,,,
1041,,,-0.014,0.021,0.057,,,,
1041.5,,,-0.022,0.019,0.055,,,,
1042,,,-0.002,0.02,0.055,,,,
1042.5,,,-0.001,0.018,0.053,,,,
1043,,,0.005,0.015,0.049,,,,
1043.5,,,0.007,0.013,0.047,,,,
1044,,,0.007,0.01,0.058,,,,
1044.5,,,0.01,0.018,0.066,,,,
1045,,,0.01,0.021,0.066,,,,
1045.5,,,0.011,0.026,0.063,,,,
1046,,,0.005,0.029,0.061,,,,
1046.5,,,0.011,0.027,0.056,,,,
1047,,,0.018,0.028,0.054,,,,
1047.5,,,0.018,0.025,0.053,,,,
1048,,,0.021,0.025,0.049,,,,
1048.5,,,0.018,0.02,0.056,,,,
1049,,,0.017,0.013,0.062,,,,
1049.5,,,0.016,0.019,0.062,,,,
1050,,,0.011,0.022,0.063,,,,
1050.5,,,0.011,0.025,0.059,,,,
1051,,,0.009,0.024,0.048,,,,
1051.5,,,0.021,0.021,0.044,,,,
1052,,,0.024,0.021,0.042,,,,
1052.5,,,0.026,0.017,0.042,,,,
1053,,,0.03,0.015,0.038,,,,
1053.5,,,0.026,0.011,0.04,,,,
1054,,,0.027,0.013,0.045,,,,
1054.5,,,0.026,0.021,0.048,,,,
1055,,,0.022,0.023,0.05,,,,
1055.5,,,0.015,0.028,0.042,,,,
1056,,,0.013,0.029,0.03,,,,
1056.5,,,0.02,0.03,0.031,,,,
1057,,,0.02,0.028,0.033,,,,
1057.5,,,0.019,0.027,0.03,,,,
1058,,,0.019,0.026,0.024,,,,
1058.5,,,0.017,0.022,0.027,,,,
1059,,,0.017,0.02,0.028,,,,
1059.5,,,0.015,0.017,0.03,,,,
1060,,,0.013,0.018,0.029,,,,
1060.5,,,0.017,0.022,0.016,,,,
1061,,,0.021,0.022,0.017,,,,
1061.5,,,0.025,0.023,0.02,,,,
1062,,,0.026,0.019,0.02,,,,
1062.5,,,0.029,0.019,0.016,,,,
1063,,,0.027,0.017,0.018,,,,
1063.5,,,0.025,0.014,0.023,,,,
1064,,,0.026,0.014,0.015,,,,
1064.5,,,0.021,0.018,-0.005,,,,
1065,,,0.014,0.024,-0.045,,,,
1065.5,,,0.012,0.025,-0.056,,,,
1066,,,0.018,0.027,-0.057,,,,
1066.5,,,0.02,0.029,-0.049,,,,
1067,,,0.018,0.026,-0.04,,,,
1067.5,,,0.02,0.026,-0.032,,,,
1068,,,0.017,0.025,-0.032,,,,
1068.5,,,0.017,0.026,-0.035,,,,
1069,,,0.015,0.026,-0.039,,,,
1069.5,,,0.012,0.024,-0.052,,,,
1070,,,0.015,0.026,-0.048,,,,
1070.5,,,0.022,0.024,-0.027,,,,
1071,,,0.025,0.025,-0.034,,,,
1071.5,,,0.025,0.022,-0.039,,,,
1072,,,0.029,0.02,-0.029,,,,
1072.5,,,0.028,0.018,-0.018,,,,
1073,,,0.025,0.014,-0.007,,,,
1073.5,,,0.029,0.013,0.004,,,,
1074,,,0.026,0.01,0.005,,,,
1074.5,,,0.022,0.019,0.01,,,,
1075,,,0.016,0.025,0.022,,,,
1075.5,,,0.018,0.025,0.024,,,,
1076,,,0.023,0.028,0.024,,,,
1076.5,,,0.022,0.027,0.027,,,,
1077,,,0.023,0.028,0.041,,,,
1077.5,,,0.02,0.027,0.051,,,,
1078,,,0.019,0.026,0.055,,,,
1078.5,,,0.017,0.026,0.046,,,,
1079,,,0.012,0.025,0.041,,,,
1079.5,,,0.011,0.027,0.044,,,,
1080,,,0.01,0.024,0.043,,,,
1080.5,,,0.02,0.025,0.041,,,,
1081,,,0.024,0.023,0.038,,,,
1081.5,,,0.022,0.02,0.047,,,,
1082,,,0.024,0.021,0.054,,,,
1082.5,,,0.023,0.019,0.056,,,,
1083,,,0.025,0.019,0.055,,,,
1083.5,,,0.024,0.016,0.047,,,,
1084,,,0.023,0.021,0.048,,,,
1084.5,,,0.021,0.024,0.049,,,,
1085,,,0.016,0.026,0.046,,,,
1085.5,,,0.02,0.028,0.041,,,,
1086,,,0.021,0.028,0.038,,,,
1086.5,,,0.021,0.03,0.047,,,,
1087,,,0.022,0.03,0.055,,,,
1087.5,,,0.018,0.026,0.058,,,,
1088,,,0.018,0.028,0.056,,,,
1088.5,,,0.015,0.025,0.05,,,,
1089,,,0.014,0.027,0.05,,,,
1089.5,,,0.013,0.027,0.049,,,,
1090,,,0.019,0.024,0.047,,,,
1090.5,,,0.023,0.022,0.042,,,,
1091,,,0.022,0.02,0.045,,,,
1091.5,,,0.026,0.022,0.052,,,,
1092,,,0.025,0.02,0.059,,,,
1092.5,,,0.027,0.018,0.059,,,,
1093,,,0.026,0.019,0.052,,,,
1093.5,,,0.021,0.019,0.043,,,,
1094,,,0.023,0.026,0.046,,,,
1094.5,,,0.021,0.026,0.047,,,,
1095,,,0.017,0.028,0.044,,,,
1095.5,,,0.02,0.028,0.039,,,,
1096,,,0.024,0.028,0.042,,,,
1096.5,,,0.023,0.029,0.052,,,,
1097,,,0.021,0.029,0.059,,,,
1097.5,,,0.021,0.031,0.061,,,,
1098,,,0.018,0.027,0.054,,,,
1098.5,,,0.016,0.028,0.049,,,,
1099,,,0.015,0.028,0.053,,,,
1099.5,,,0.01,0.023,0.052,,,,
1100,,,0.02,0.025,0.047,,,,
1100.5,,,0.022,0.024,0.037,,,,
1101,,,0.026,0.024,0.041,,,,
1101.5,,,0.03,0.023,0.053,,,,
1102,,,0.03,0.02,0.055,,,,
1102.5,,,0.029,0.019,0.054,,,,
1103,,,0.027,0.017,0.048,,,,
1103.5,,,0.028,0.024,0.042,,,,
1104,,,0.025,0.025,0.047,,,,
1104.5,,,0.024,0.026,0.047,,,,
1105,,,0.02,0.029,0.043,,,,
1105.5,,,0.021,0.026,0.035,,,,
1106,,,0.025,0.027,0.039,,,,
1106.5,,,0.023,0.026,0.053,,,,
1107,,,0.023,0.029,0.059,,,,
1107.5,,,0.02,0.031,0.058,,,,
1108,,,0.018,0.026,0.05,,,,
1108.5,,,0.016,0.026,0.048,,,,
1109,,,0.012,0.022,0.054,,,,
1109.5,,,0.012,0.022,0.051,,,,
1110,,,0.02,0.022,0.044,,,,
1110.5,,,0.025,0.018,0.034,,,,
1111,,,0.025,0.02,0.043,,,,
1111.5,,,0.025,0.016,0.057,,,,
1112,,,0.027,0.016,0.064,,,,
1112.5,,,0.025,0.017,0.062,,,,
1113,,,0.025,0.022,0.053,,,,
1113.5,,,0.024,0.023,0.05,,,,
1114,,,0.021,0.019,0.054,,,,
1114.5,,,0.017,0.02,0.051,,,,
1115,,,0.014,0.018,0.043,,,,
1115.5,,,0.023,0.017,0.041,,,,
1116,,,0.023,0.018,0.05,,,,
1116.5,,,0.022,0.018,0.06,,,,
1117,,,0.022,0.017,0.065,,,,
1117.5,,,0.019,0.013,0.062,,,,
1118,,,0.017,0.014,0.054,,,,
1118.5,,,0.013,0.013,0.055,,,,
1119,,,0.011,0.011,0.057,,,,
1119.5,,,0.01,0.009,0.051,,,,
1120,,,0.017,0.007,0.044,,,,
1120.5,,,0.025,0.009,0.042,,,,
1121,,,0.029,0.009,0.053,,,,
1121.5,,,0.032,0.009,0.063,,,,
1122,,,0.03,0.012,0.067,,,,
1122.5,,,0.029,0.012,0.066,,,,
1123,,,0.03,0.012,0.057,,,,
1123.5,,,0.024,0.01,0.055,,,,
1124,,,0.023,0.011,0.055,,,,
1124.5,,,0.018,0.011,0.052,,,,
1125,,,0.021,0.01,0.048,,,,
1125.5,,,0.028,0.011,0.049,,,,
1126,,,0.024,0.009,0.06,,,,
1126.5,,,0.025,0.011,0.066,,,,
1127,,,0.02,0.008,0.065,,,,
1127.5,,,0.02,0.003,0.061,,,,
1128,,,0.016,0.003,0.051,,,,
1128.5,,,0.013,0.003,0.05,,,,
1129,,,0.011,0.007,0.049,,,,
1129.5,,,0.015,0.006,0.046,,,,
1130,,,0.028,0.007,0.042,,,,
1130.5,,,0.029,0.005,0.05,,,,
1131,,,0.032,0.004,0.056,,,,
1131.5,,,0.032,0.003,0.057,,,,
1132,,,0.029,0.003,0.056,,,,
1132.5,,,0.033,0.005,0.051,,,,
1133,,,0.027,0.005,0.042,,,,
1133.5,,,0.026,0.007,0.041,,,,
1134,,,0.023,0.006,0.038,,,,
1134.5,,,0.022,0.003,0.036,,,,
1135,,,0.024,0.003,0.034,,,,
1135.5,,,0.024,-0.004,0.039,,,,
1136,,,0.027,-0.02,0.038,,,,
1136.5,,,0.025,-0.047,0.035,,,,
1137,,,0.023,-0.057,0.035,,,,
1137.5,,,0.02,-0.054,0.033,,,,
1138,,,0.017,-0.047,0.028,,,,
1138.5,,,0.02,-0.036,0.027,,,,
1139,,,0.023,-0.029,0.024,,,,
1139.5,,,0.029,-0.026,0.027,,,,
1140,,,0.029,-0.024,0.03,,,,
1140.5,,,0.028,-0.024,0.032,,,,
1141,,,0.033,-0.026,0.031,,,,
1141.5,,,0.031,-0.023,0.026,,,,
1142,,,0.034,-0.019,0.022,,,,
1142.5,,,0.03,-0.017,0.019,,,,
1143,,,0.029,-0.02,0.019,,,,
1143.5,,,0.028,-0.026,0.022,,,,
1144,,,0.023,-0.033,0.018,,,,
1144.5,,,0.024,-0.04,0.009,,,,
1145,,,0.023,-0.041,-0.015,,,,
1145.5,,,0.023,-0.039,-0.05,,,,
1146,,,0.024,-0.036,-0.067,,,,
1146.5,,,0.02,-0.016,-0.071,,,,
1147,,,0.024,-0.017,-0.073,,,,
1147.5,,,0.02,-0.023,-0.049,,,,
1148,,,0.02,-0.025,-0.044,,,,
1148.5,,,0.02,-0.02,-0.049,,,,
1149,,,0.021,-0.022,-0.048,,,,
1149.5,,,0.025,-0.028,-0.051,,,,
1150,,,0.026,-0.03,-0.04,,,,
1150.5,,,0.031,-0.036,-0.024,,,,
1151,,,0.03,-0.032,-0.02,,,,
1151.5,,,0.03,-0.027,-0.032,,,,
1152,,,0.028,-0.025,-0.023,,,,
1152.5,,,0.025,-0.02,-0.01,,,,
1153,,,0.028,-0.014,-0.007,,,,
1153.5,,,0.023,-0.014,0.001,,,,
1154,,,0.02,-0.02,0.004,,,,
1154.5,,,0.02,-0.023,0.012,,,,
1155,,,0.017,-0.019,0.024,,,,
1155.5,,,0.018,-0.012,0.036,,,,
1156,,,0.018,-0.011,0.029,,,,
1156.5,,,0.021,0.001,0.032,,,,
1157,,,0.019,0.001,0.038,,,,
1157.5,,,0.017,0.002,0.04,,,,
1158,,,0.011,-0.001,0.034,,,,
1158.5,,,0.017,-0.002,0.035,,,,
1159,,,0.022,0.006,0.05,,,,
1159.5,,,0.022,0.007,0.057,,,,
1160,,,0.024,0.009,0.055,,,,
1160.5,,,0.023,0.012,0.047,,,,
1161,,,0.018,0.014,0.046,,,,
1161.5,,,0.021,0.02,0.05,,,,
1162,,,0.019,0.021,0.048,,,,
1162.5,,,0.019,0.023,0.042,,,,
1163,,,0.011,0.021,0.036,,,,
1163.5,,,0.005,0.019,0.046,,,,
1164,,,0.007,0.017,0.056,,,,
1164.5,,,0.007,0.017,0.058,,,,
1165,,,0.009,0.02,0.054,,,,
1165.5,,,0.009,0.02,0.048,,,,
1166,,,0.01,0.021,0.046,,,,
1166.5,,,0.009,0.019,0.049,,,,
1167,,,0.005,0.016,0.048,,,,
1167.5,,,0.004,0.015,0.041,,,,
1168,,,0.008,0.011,0.043,,,,
1168.5,,,0.011,0.017,0.054,,,,
1169,,,0.011,0.023,0.06,,,,
1169.5,,,0.011,0.024,0.06,,,,
1170,,,0.01,0.027,0.056,,,,
1170.5,,,0.009,0.027,0.047,,,,
1171,,,0.012,0.029,0.052,,,,
1171.5,,,0.012,0.027,0.052,,,,
1172,,,0.013,0.026,0.047,,,,
1172.5,,,0.006,0.025,0.038,,,,
1173,,,0.001,0.019,0.036,,,,
1173.5,,,0.005,0.016,0.047,,,,
1174,,,0.005,0.021,0.055,,,,
1174.5,,,0.006,0.023,0.055,,,,
1175,,,0.005,0.024,0.05,,,,
1175.5,,,0.004,0.021,0.041,,,,
1176,,,0.004,0.021,0.045,,,,
1176.5,,,0,0.018,0.048,,,,
1177,,,0.004,0.016,0.043,,,,
1177.5,,,0.006,0.013,0.035,,,,
1178,,,0.008,0.011,0.042,,,,
1178.5,,,0.008,0.017,0.054,,,,
1179,,,0.005,0.021,0.061,,,,
1179.5,,,0.007,0.027,0.059,,,,
1180,,,0.005,0.029,0.049,,,,
1180.5,,,0.004,0.029,0.043,,,,
1181,,,0.003,0.028,0.05,,,,
1181.5,,,-0.005,0.025,0.05,,,,
1182,,,-0.02,0.027,0.045,,,,
1182.5,,,-0.044,0.024,0.034,,,,
1183,,,-0.053,0.018,0.039,,,,
1183.5,,,-0.057,0.018,0.051,,,,
1184,,,-0.053,0.021,0.056,,,,
1184.5,,,-0.039,0.023,0.054,,,,
1185,,,-0.018,0.022,0.049,,,,
1185.5,,,-0.008,0.022,0.049,,,,
1186,,,-0.009,0.019,0.053,,,,
1186.5,,,-0.014,0.019,0.05,,,,
1187,,,-0.015,0.017,0.043,,,,
1187.5,,,-0.017,0.012,0.035,,,,
1188,,,-0.017,0.018,0.042,,,,
1188.5,,,-0.015,0.022,0.057,,,,
1189,,,-0.008,0.025,0.059,,,,
1189.5,,,-0.008,0.029,0.056,,,,
1190,,,-0.018,0.029,0.051,,,,
1190.5,,,-0.033,0.03,0.051,,,,
1191,,,-0.034,0.028,0.053,,,,
1191.5,,,-0.035,0.029,0.05,,,,
1192,,,-0.035,0.024,0.043,,,,
1192.5,,,-0.03,0.017,0.035,,,,
1193,,,-0.025,0.014,0.046,,,,
1193.5,,,-0.021,0.018,0.055,,,,
1194,,,-0.015,0.023,0.059,,,,
1194.5,,,-0.023,0.021,0.06,,,,
1195,,,-0.027,0.019,0.056,,,,
1195.5,,,-0.029,0.018,0.052,,,,
1196,,,-0.058,0.015,0.055,,,,
1196.5,,,-0.045,0.015,0.05,,,,
1197,,,-0.036,0.012,0.042,,,,
1197.5,,,-0.033,0.009,0.041,,,,
1198,,,-0.028,0.011,0.051,,,,
1198.5,,,-0.022,0.016,0.059,,,,
1199,,,-0.02,0.024,0.064,,,,
1199.5,,,-0.025,0.026,0.064,,,,
1200,,,-0.023,0.026,0.062,,,,
1200.5,,,-0.024,0.024,0.058,,,,
1201,,,-0.028,0.025,0.056,,,,
1201.5,,,-0.025,0.022,0.052,,,,
1202,,,-0.016,0.018,0.049,,,,
1202.5,,,-0.007,0.018,0.051,,,,
1203,,,-0.001,0.014,0.059,,,,
1203.5,,,0.002,0.02,0.061,,,,
1204,,,-0.003,0.024,0.061,,,,
1204.5,,,0.002,0.023,0.06,,,,
1205,,,0.007,0.023,0.054,,,,
1205.5,,,0.007,0.02,0.051,,,,
1206,,,0.01,0.02,0.051,,,,
1206.5,,,0.014,0.016,0.049,,,,
1207,,,0.023,0.014,0.047,,,,
1207.5,,,0.026,0.01,0.048,,,,
1208,,,0.027,0.011,0.059,,,,
1208.5,,,0.024,0.022,0.064,,,,
1209,,,0.013,0.026,0.064,,,,
1209.5,,,0.017,0.03,0.058,,,,
1210,,,0.019,0.028,0.047,,,,
1210.5,,,0.02,0.026,0.05,,,,
1211,,,0.023,0.027,0.05,,,,
1211.5,,,0.018,0.023,0.049,,,,
1212,,,0.018,0.022,0.045,,,,
1212.5,,,0.015,0.016,0.049,,,,
1213,,,0.012,0.016,0.055,,,,
1213.5,,,0.008,0.022,0.052,,,,
1214,,,0.009,0.023,0.05,,,,
1214.5,,,0.023,0.025,0.044,,,,
1215,,,0.022,0.021,0.034,,,,
1215.5,,,0.025,0.02,0.032,,,,
1216,,,0.023,0.018,0.032,,,,
1216.5,,,0.023,0.015,0.031,,,,
1217,,,0.024,0.014,0.028,,,,
1217.5,,,0.022,0.008,0.036,,,,
1218,,,0.026,0.017,0.037,,,,
1218.5,,,0.014,0.023,0.034,,,,
1219,,,0.013,0.024,0.034,,,,
1219.5,,,0.018,0.027,0.029,,,,
1220,,,0.019,0.027,0.024,,,,
1220.5,,,0.022,0.03,0.024,,,,
1221,,,0.019,0.027,0.024,,,,
1221.5,,,0.021,0.027,0.02,,,,
1222,,,0.018,0.026,0.019,,,,
1222.5,,,0.014,0.02,0.024,,,,
1223,,,0.011,0.019,0.025,,,,
1223.5,,,0.004,0.021,0.022,,,,
1224,,,0.015,0.026,0.016,,,,
1224.5,,,0.023,0.024,0.001,,,,
1225,,,0.026,0.022,-0.016,,,,
1225.5,,,0.028,0.021,-0.034,,,,
1226,,,0.025,0.017,-0.045,,,,
1226.5,,,0.028,0.016,-0.045,,,,
1227,,,0.023,0.012,-0.035,,,,
1227.5,,,0.022,0.011,-0.026,,,,
1228,,,0.018,0.018,-0.031,,,,
1228.5,,,0.013,0.021,-0.052,,,,
1229,,,0.019,0.026,-0.06,,,,
1229.5,,,0.023,0.028,-0.045,,,,
1230,,,0.026,0.029,-0.032,,,,
1230.5,,,0.023,0.03,-0.019,,,,
1231,,,0.021,0.028,-0.025,,,,
1231.5,,,0.019,0.03,-0.029,,,,
1232,,,0.015,0.026,-0.023,,,,
1232.5,,,0.013,0.022,-0.016,,,,
1233,,,0.009,0.024,-0.02,,,,
1233.5,,,0.017,0.027,-0.022,,,,
1234,,,0.024,0.029,-0.009,,,,
1234.5,,,0.022,0.026,0.013,,,,
1235,,,0.029,0.027,0.02,,,,
1235.5,,,0.027,0.024,0.022,,,,
1236,,,0.029,0.021,0.025,,,,
1236.5,,,0.029,0.018,0.03,,,,
1237,,,0.025,0.015,0.035,,,,
1237.5,,,0.022,0.018,0.04,,,,
1238,,,0.021,0.024,0.04,,,,
1238.5,,,0.017,0.028,0.042,,,,
1239,,,0.013,0.026,0.042,,,,
1239.5,,,0.019,0.029,0.04,,,,
1240,,,0.022,0.03,0.037,,,,
1240.5,,,0.018,0.024,0.048,,,,
1241,,,0.019,0.026,0.055,,,,
1241.5,,,0.015,0.023,0.061,,,,
1242,,,0.014,0.024,0.061,,,,
1242.5,,,0.011,0.018,0.049,,,,
1243,,,0.009,0.018,0.049,,,,
1243.5,,,0.019,0.024,0.049,,,,
1244,,,0.022,0.023,0.045,,,,
1244.5,,,0.026,0.025,0.039,,,,
1245,,,0.026,0.022,0.04,,,,
1245.5,,,0.026,0.02,0.046,,,,
1246,,,0.027,0.017,0.05,,,,
1246.5,,,0.025,0.014,0.052,,,,
1247,,,0.027,0.014,0.048,,,,
1247.5,,,0.019,0.015,0.042,,,,
1248,,,0.014,0.024,0.047,,,,
1248.5,,,0.011,0.03,0.048,,,,
1249,,,0.021,0.032,0.044,,,,
1249.5,,,0.025,0.033,0.038,,,,
1250,,,0.023,0.03,0.042,,,,
1250.5,,,0.023,0.032,0.055,,,,
1251,,,0.019,0.027,0.06,,,,
1251.5,,,0.018,0.024,0.06,,,,
1252,,,0.014,0.021,0.049,,,,
1252.5,,,0.01,0.018,0.046,,,,
1253,,,0.008,0.026,0.051,,,,
1253.5,,,0.014,0.027,0.048,,,,
1254,,,0.023,0.027,0.042,,,,
1254.5,,,0.029,0.025,0.035,,,,
1255,,,0.029,0.022,0.043,,,,
1255.5,,,0.029,0.021,0.052,,,,
1256,,,0.026,0.017,0.056,,,,
1256.5,,,0.027,0.017,0.055,,,,
1257,,,0.025,0.023,0.051,,,,
1257.5,,,0.022,0.028,0.043,,,,
1258,,,0.015,0.028,0.046,,,,
1258.5,,,0.015,0.031,0.048,,,,
1259,,,0.023,0.036,0.044,,,,
1259.5,,,0.024,0.034,0.039,,,,
1260,,,0.025,0.035,0.047,,,,
1260.5,,,0.021,0.033,0.053,,,,
1261,,,0.017,0.025,0.058,,,,
1261.5,,,0.016,0.026,0.058,,,,
1262,,,0.011,0.024,0.052,,,,
1262.5,,,0.011,0.023,0.048,,,,
1263,,,0.014,0.025,0.05,,,,
1263.5,,,0.024,0.024,0.048,,,,
1264,,,0.026,0.024,0.043,,,,
1264.5,,,0.028,0.022,0.036,,,,
1265,,,0.031,0.023,0.04,,,,
1265.5,,,0.027,0.02,0.052,,,,
1266,,,0.028,0.02,0.057,,,,
1266.5,,,0.024,0.018,0.056,,,,
1267,,,0.023,0.025,0.052,,,,
1267.5,,,0.018,0.028,0.049,,,,
1268,,,0.014,0.028,0.05,,,,
1268.5,,,0.019,0.03,0.048,,,,
1269,,,0.024,0.029,0.042,,,,
1269.5,,,0.025,0.024,0.038,,,,
1270,,,0.022,0.028,0.048,,,,
1270.5,,,0.018,0.026,0.054,,,,
1271,,,0.018,0.026,0.058,,,,
1271.5,,,0.014,0.022,0.057,,,,
1272,,,0.012,0.016,0.052,,,,
1272.5,,,0.011,0.018,0.051,,,,
1273,,,0.009,0.016,0.051,,,,
1273.5,,,0.02,0.018,0.047,,,,
1274,,,0.022,0.019,0.04,,,,
1274.5,,,0.031,0.018,0.038,,,,
1275,,,0.03,0.016,0.049,,,,
1275.5,,,0.025,0.014,0.053,,,,
1276,,,0.025,0.013,0.059,,,,
1276.5,,,0.022,0.014,0.059,,,,
1277,,,0.022,0.018,0.056,,,,
1277.5,,,0.02,0.018,0.054,,,,
1278,,,0.019,0.018,0.053,,,,
1278.5,,,0.026,0.018,0.049,,,,
1279,,,0.025,0.016,0.045,,,,
1279.5,,,0.026,0.019,0.043,,,,
1280,,,0.023,0.018,0.053,,,,
1280.5,,,0.022,0.017,0.059,,,,
1281,,,0.018,0.014,0.06,,,,
1281.5,,,0.013,0.007,0.061,,,,
1282,,,0.013,0.009,0.059,,,,
1282.5,,,0.01,0.008,0.058,,,,
1283,,,0.02,0.008,0.054,,,,
1283.5,,,0.026,0.009,0.051,,,,
1284,,,0.027,0.006,0.047,,,,
1284.5,,,0.032,,0.054,,,,
1285,,,0.028,,0.058,,,,
1285.5,,,0.029,,0.061,,,,
