time_s,CF955_flow_ml_min,F50_flow_ml_min,F100_flow_ml_min,F200_flow_ml_min,F350_flow_ml_min,F500_flow_ml_min,F1000_flow_ml_min,F5000_flow_ml_min,F12500_flow_ml_min
169.5,-0.012,0.007,0.036,-0.06,0.036,0.025,-0.036,0.064,0.026
170,-0.012,0.008,0.038,-0.051,0.034,0.019,-0.043,0.058,0.027
170.5,-0.012,0.019,0.031,-0.037,0.033,0.007,-0.049,0.051,0.029
171,-0.012,0.025,0.031,-0.024,0.032,-0.013,-0.047,0.04,0.032
171.5,-0.013,0.025,0.025,-0.016,0.027,-0.03,-0.046,0.026,0.035
172,-0.014,0.028,0.027,-0.011,0.032,-0.053,-0.052,0.012,0.039
172.5,-0.014,0.027,0.025,-0.01,0.034,-0.063,-0.051,0.001,0.043
173,-0.013,0.019,0.024,-0.012,0.033,-0.056,-0.053,-0.012,0.046
173.5,-0.012,0.015,0.027,-0.018,0.031,-0.043,-0.042,-0.016,0.049
174,-0.012,0.019,0.024,-0.028,0.029,-0.036,-0.035,-0.016,0.05
174.5,-0.011,0.026,0.027,-0.039,0.024,-0.034,-0.032,-0.017,0.052
175,-0.012,0.021,0.024,-0.043,0.024,-0.044,-0.032,-0.017,0.055
175.5,-0.012,0.023,0.024,-0.032,0.022,-0.061,-0.035,-0.01,0.059
176,-0.011,0.02,0.022,-0.02,0.023,-0.059,-0.029,-0.007,0.061
176.5,-0.012,0.018,0.019,-0.014,0.027,-0.047,-0.014,-0.001,0.063
177,-0.011,0.015,0.026,-0.019,0.028,-0.04,-0.003,0.007,0.065
177.5,-0.012,0.012,0.028,-0.024,0.027,-0.031,0.002,0.013,0.066
178,-0.012,0.01,0.03,-0.025,0.023,-0.03,0.007,0.02,0.069
178.5,-0.012,0.014,0.032,-0.028,0.018,-0.02,0.016,0.029,0.071
179,-0.012,0.024,0.033,-0.03,0,-0.003,0.025,0.035,0.074
179.5,-0.012,0.02,0.034,-0.035,-0.035,0.006,0.029,0.042,0.076
180,-0.012,0.021,0.03,-0.041,-0.058,0.005,0.032,0.047,0.078
180.5,-0.012,0.024,0.033,-0.042,-0.055,0.009,0.041,0.049,0.079
181,-0.012,0.022,0.03,-0.032,-0.054,0.02,0.05,0.056,0.08
181.5,-0.013,0.025,0.032,-0.023,-0.055,0.029,0.054,0.064,0.082
182,-0.013,0.025,0.022,-0.018,-0.046,0.029,0.054,0.068,0.084
182.5,-0.014,0.022,0.02,-0.018,-0.047,0.032,0.052,0.072,0.085
183,-0.012,0.013,0.024,-0.02,-0.05,0.045,0.054,0.074,0.086
183.5,-0.012,0.013,0.022,-0.025,-0.07,0.053,0.055,0.074,0.087
184,-0.012,0.02,0.023,-0.026,-0.065,0.053,0.052,0.075,0.087
184.5,-0.01,0.021,0.023,-0.023,-0.049,0.043,0.048,0.079,0.087
185,-0.01,0.023,0.022,-0.01,-0.033,0.045,0.053,0.082,0.089
185.5,-0.01,0.02,0.021,0.006,-0.031,0.048,0.058,0.082,0.091
186,-0.01,0.018,0.017,0.004,-0.029,0.045,0.061,0.084,0.092
186.5,-0.009,0.018,0.017,0.002,-0.014,0.039,0.062,0.084,0.094
187,-0.009,0.014,0.022,-0.004,0.001,0.042,0.057,0.083,0.095
187.5,-0.011,0.013,0.027,-0.007,0.014,0.052,0.058,0.086,0.095
188,-0.012,0.01,0.029,-0.003,0.01,0.058,0.058,0.09,0.095
188.5,-0.011,0.013,0.027,-0.001,0.017,0.06,0.056,0.09,0.098
189,-0.01,0.023,0.029,-0.002,0.023,0.054,0.052,0.09,0.098
189.5,-0.011,0.028,0.026,0.003,0.028,0.05,0.046,0.09,0.098
190,-0.012,0.033,0.027,0.01,0.027,0.053,0.052,0.089,0.099
190.5,-0.012,0.029,0.026,0.013,0.032,0.052,0.061,0.089,0.098
191,-0.012,0.031,0.023,0.014,0.04,0.047,0.064,0.091,0.098
191.5,-0.012,0.029,0.018,0.016,0.047,0.04,0.063,0.094,0.1
192,-0.013,0.021,0.011,0.014,0.053,0.044,0.057,0.094,0.102
192.5,-0.014,0.021,0.014,0.011,0.045,0.053,0.058,0.094,0.102
193,-0.013,0.014,0.013,0.008,0.046,0.059,0.059,0.094,0.104
193.5,-0.012,0.018,0.016,0.013,0.047,0.061,0.057,0.092,0.104
194,-0.011,0.022,0.016,0.017,0.046,0.054,0.05,0.093,0.103
194.5,-0.011,0.022,0.015,0.019,0.041,0.053,0.051,0.096,0.103
195,-0.01,0.024,0.016,0.021,0.036,0.054,0.057,0.098,0.106
195.5,-0.01,0.02,0.013,0.019,0.052,0.052,0.062,0.096,0.108
196,-0.011,0.022,0.008,0.018,0.06,0.048,0.064,0.097,0.108
196.5,-0.01,0.018,0.014,0.014,0.059,0.046,0.059,0.096,0.109
197,-0.01,0.015,0.015,0.012,0.051,0.052,0.053,0.093,0.108
197.5,-0.012,0.012,0.018,0.011,0.047,0.057,0.053,0.095,0.108
198,-0.012,0.01,0.017,0.016,0.051,0.062,0.053,0.098,0.11
198.5,-0.012,0.019,0.019,0.023,0.051,0.061,0.051,0.099,0.112
199,-0.012,0.025,0.015,0.025,0.047,0.051,0.046,0.098,0.113
199.5,-0.012,0.031,0.016,0.028,0.039,0.049,0.044,0.098,0.113
200,-0.012,0.027,0.016,0.029,0.045,0.05,0.05,0.096,0.114
200.5,-0.012,0.028,0.013,0.027,0.055,0.047,0.057,0.095,0.113
201,-0.012,0.028,0.006,0.028,0.06,0.043,0.059,0.098,0.114
201.5,-0.012,0.023,0,0.026,0.059,0.042,0.056,0.101,0.116
202,-0.013,0.02,0.004,0.023,0.054,0.05,0.055,0.1,0.118
202.5,-0.012,0.02,0.007,0.023,0.05,0.056,0.057,0.1,0.119
203,-0.012,0.019,0.007,0.017,0.053,0.061,0.057,0.099,0.12
203.5,-0.01,0.014,0.008,0.02,0.052,0.062,0.054,0.096,0.12
204,-0.008,0.014,0.007,0.021,0.048,0.052,0.048,0.097,0.12
204.5,-0.008,0.021,0.008,0.022,0.042,0.055,0.048,0.099,0.123
205,-0.009,0.019,0.005,0.022,0.052,0.055,0.056,0.101,0.124
205.5,-0.009,0.021,0.002,0.021,0.059,0.051,0.062,0.101,0.125
206,-0.009,0.019,0.007,0.019,0.061,0.045,0.062,0.101,0.124
206.5,-0.01,0.016,0.007,0.016,0.062,0.043,0.058,0.1,0.123
207,-0.01,0.016,0.009,0.013,0.05,0.05,0.056,0.099,0.122
207.5,-0.011,0.009,0.007,0.015,0.044,0.054,0.059,0.102,0.123
208,-0.012,0.019,0.009,0.025,0.049,0.056,0.058,0.105,0.123
208.5,-0.01,0.023,0.008,0.026,0.048,0.054,0.054,0.107,0.123
209,-0.01,0.022,0.007,0.027,0.043,0.047,0.047,0.108,0.122
209.5,-0.01,0.024,0.01,0.029,0.036,0.049,0.047,0.106,0.12
210,-0.01,0.027,0.007,0.028,0.043,0.049,0.053,0.105,0.118
210.5,-0.011,0.029,0.003,0.029,0.056,0.047,0.059,0.107,0.118
211,-0.011,0.026,0.001,0.027,0.061,0.041,0.063,0.109,0.116
211.5,-0.012,0.028,0.003,0.025,0.06,0.04,0.063,0.11,0.115
212,-0.012,0.027,0.004,0.022,0.049,0.05,0.06,0.11,0.113
212.5,-0.011,0.018,0.001,0.016,0.048,0.058,0.06,0.108,0.11
213,-0.01,0.013,0,0.021,0.053,0.06,0.06,0.107,0.109
213.5,-0.009,0.016,-0.002,0.026,0.051,0.056,0.055,0.108,0.107
214,-0.01,0.025,-0.002,0.026,0.043,0.051,0.047,0.11,0.105
214.5,-0.008,0.025,-0.005,0.024,0.038,0.056,0.049,0.11,0.103
215,-0.009,0.023,-0.004,0.02,0.051,0.054,0.056,0.109,0.101
215.5,-0.008,0.021,-0.007,0.02,0.061,0.049,0.062,0.106,0.098
216,-0.01,0.018,-0.023,0.017,0.063,0.041,0.066,0.102,0.094
216.5,-0.01,0.018,-0.044,0.015,0.059,0.044,0.066,0.098,0.091
217,-0.011,0.013,-0.057,0.013,0.047,0.055,0.064,0.095,0.086
217.5,-0.012,0.011,-0.051,0.017,0.049,0.063,0.065,0.093,0.078
218,-0.012,0.011,-0.037,0.023,0.052,0.063,0.063,0.09,0.065
218.5,-0.01,0.02,-0.028,0.027,0.049,0.061,0.058,0.086,0.05
219,-0.01,0.026,-0.027,0.031,0.041,0.055,0.056,0.083,0.038
219.5,-0.011,0.028,-0.032,0.031,0.036,0.054,0.059,0.08,0.03
220,-0.01,0.031,-0.035,0.03,0.048,0.054,0.062,0.077,0.025
220.5,-0.011,0.031,-0.033,0.03,0.058,0.05,0.066,0.076,0.024
221,-0.012,0.03,-0.024,0.028,0.058,0.044,0.066,0.074,0.023
221.5,-0.012,0.027,-0.02,0.029,0.055,0.048,0.064,0.069,0.022
222,-0.01,0.024,-0.02,0.02,0.05,0.057,0.061,0.066,0.024
222.5,-0.01,0.017,-0.008,0.017,0.055,0.061,0.06,0.062,0.025
223,-0.01,0.012,-0.001,0.021,0.055,0.064,0.057,0.057,0.026
223.5,-0.01,0.017,-0.012,0.022,0.051,0.064,0.054,0.053,0.029
224,-0.009,0.024,-0.025,0.023,0.042,0.062,0.051,0.043,0.032
224.5,-0.01,0.021,-0.04,0.021,0.038,0.06,0.056,0.026,0.036
225,-0.011,0.024,-0.033,0.02,0.053,0.056,0.064,0.011,0.039
225.5,-0.01,0.019,-0.025,0.018,0.063,0.051,0.069,-0.002,0.041
226,-0.011,0.019,-0.023,0.016,0.062,0.046,0.069,-0.013,0.044
226.5,-0.011,0.017,-0.017,0.013,0.057,0.05,0.065,-0.018,0.047
227,-0.014,0.012,-0.013,0.013,0.054,0.059,0.063,-0.023,0.052
227.5,-0.012,0.011,-0.013,0.02,0.056,0.064,0.064,-0.026,0.055
228,-0.013,0.014,-0.021,0.021,0.055,0.066,0.061,-0.026,0.057
228.5,-0.013,0.024,-0.032,0.024,0.051,0.066,0.058,-0.019,0.06
229,-0.012,0.023,-0.035,0.027,0.042,0.064,0.059,-0.013,0.06
229.5,-0.012,0.028,-0.034,0.026,0.042,0.06,0.066,-0.006,0.063
230,-0.012,0.029,-0.035,0.027,0.056,0.056,0.074,0.005,0.066
230.5,-0.013,0.026,-0.032,0.025,0.06,0.053,0.076,0.014,0.069
231,-0.014,0.028,-0.025,0.025,0.062,0.051,0.074,0.02,0.071
231.5,-0.014,0.025,-0.015,0.021,0.062,0.057,0.069,0.027,0.073
232,-0.013,0.024,-0.015,0.015,0.059,0.064,0.063,0.031,0.074
232.5,-0.012,0.017,-0.015,0.016,0.056,0.067,0.062,0.038,0.075
233,-0.012,0.013,-0.022,0.019,0.055,0.067,0.061,0.046,0.078
233.5,-0.013,0.017,-0.021,0.023,0.05,0.066,0.058,0.052,0.081
234,-0.012,0.02,-0.02,0.022,0.047,0.058,0.057,0.056,0.082
234.5,-0.013,0.023,-0.017,0.021,0.053,0.054,0.063,0.06,0.083
235,-0.012,0.02,-0.011,0.021,0.06,0.053,0.065,0.06,0.084
235.5,-0.012,0.02,-0.003,0.017,0.066,0.049,0.065,0.063,0.084
236,-0.013,0.016,0.002,0.016,0.069,0.05,0.063,0.069,0.084
236.5,-0.016,0.013,0.005,0.012,0.068,0.056,0.057,0.074,0.087
237,-0.016,0.013,0.01,0.012,0.064,0.06,0.051,0.075,0.088
237.5,-0.014,0.01,0.001,0.018,0.061,0.061,0.047,0.076,0.088
238,-0.014,0.016,-0.004,0.022,0.057,0.063,0.045,0.077,0.09
238.5,-0.014,0.023,-0.003,0.027,0.052,0.056,0.043,0.076,0.09
239,-0.014,0.024,-0.002,0.027,0.052,0.049,0.043,0.079,0.09
239.5,-0.014,0.028,0.002,0.028,0.061,0.048,0.044,0.083,0.091
240,-0.014,0.026,0.01,0.026,0.065,0.047,0.044,0.084,0.093
240.5,-0.015,0.029,0.015,0.025,0.065,0.041,0.044,0.085,0.094
241,-0.015,0.028,0.015,0.021,0.062,0.039,0.042,0.087,0.095
241.5,-0.014,0.024,0.013,0.018,0.055,0.042,0.037,0.086,0.096
242,-0.014,0.024,0.012,0.018,0.047,0.043,0.034,0.086,0.095
242.5,-0.014,0.016,0.007,0.021,0.05,0.042,0.033,0.088,0.096
243,-0.014,0.018,0.019,0.025,0.051,0.042,0.03,0.09,0.097
243.5,-0.013,0.023,0.022,0.026,0.05,0.037,0.029,0.089,0.099
244,-0.014,0.022,0.023,0.023,0.048,0.032,0.031,0.09,0.1
244.5,-0.014,0.024,0.03,0.023,0.056,0.031,0.032,0.089,0.1
245,-0.014,0.02,0.029,0.02,0.062,0.028,0.032,0.087,0.101
245.5,-0.015,0.021,0.032,0.018,0.062,0.03,0.032,0.088,0.1
246,-0.016,0.017,0.031,0.014,0.06,0.033,0.028,0.091,0.101
246.5,-0.016,0.017,0.029,0.011,0.045,0.034,0.026,0.093,0.103
247,-0.016,0.014,0.02,0.012,0.042,0.034,0.024,0.092,0.105
247.5,-0.016,0.012,0.018,0.019,0.043,0.031,0.021,0.093,0.106
248,-0.015,0.02,0.025,0.027,0.043,0.026,0.015,0.092,0.107
248.5,-0.015,0.023,0.025,0.029,0.04,0.024,0.007,0.09,0.106
249,-0.015,0.029,0.026,0.031,0.039,0.023,-0.009,0.092,0.106
249.5,-0.016,0.03,0.022,0.029,0.045,0.02,-0.029,0.094,0.108
250,-0.017,0.025,0.018,0.026,0.045,0.024,-0.053,0.094,0.109
250.5,-0.016,0.026,0.018,0.027,0.042,0.021,-0.067,0.096,0.11
251,-0.016,0.024,0.014,0.023,0.039,0.011,-0.057,0.096,0.11
251.5,-0.018,0.028,0.012,0.023,0.029,-0.007,-0.048,0.094,0.108
252,-0.031,0.024,0.01,0.019,0.026,-0.043,-0.04,0.094,0.107
252.5,-0.039,0.027,0.019,0.018,0.027,-0.083,-0.037,0.096,0.108
253,-0.028,0.023,0.023,0.024,0.027,-0.079,-0.041,0.098,0.111
253.5,-0.024,0.02,0.023,0.023,0.023,-0.054,-0.039,0.096,0.112
254,-0.023,0.026,0.027,0.025,0.028,-0.048,-0.032,0.096,0.112
254.5,-0.023,0.022,0.025,0.023,0.033,-0.048,-0.036,0.095,0.114
255,-0.024,0.023,0.026,0.021,0.032,-0.051,-0.044,0.092,0.113
255.5,-0.02,0.021,0.024,0.019,0.03,-0.043,-0.045,0.094,0.114
256,-0.021,0.019,0.024,0.015,0.027,-0.036,-0.034,0.097,0.116
256.5,-0.021,0.019,0.023,0.013,0.022,-0.033,-0.016,0.097,0.118
257,-0.021,0.015,0.012,0.012,0.023,-0.041,-0.004,0.097,0.119
257.5,-0.022,0.025,0.016,0.021,0.021,-0.038,0.001,0.098,0.12
258,-0.022,0.024,0.02,0.026,0.014,-0.024,0.012,0.095,0.12
258.5,-0.021,0.029,0.021,0.026,0.004,-0.018,0.026,0.094,0.12
259,-0.023,0.028,0.021,0.03,-0.009,-0.013,0.033,0.098,0.121
259.5,-0.024,0.028,0.019,0.029,-0.03,-0.007,0.031,0.101,0.123
260,-0.024,0.03,0.021,0.03,-0.053,-0.003,0.033,0.102,0.124
260.5,-0.024,0.027,0.017,0.028,-0.067,0.007,0.037,0.102,0.124
261,-0.024,0.031,0.014,0.026,-0.063,0.022,0.038,0.101,0.124
261.5,-0.023,0.026,0.009,0.026,-0.04,0.024,0.036,0.098,0.122
262,-0.022,0.025,0.008,0.021,-0.022,0.022,0.04,0.1,0.122
262.5,-0.022,0.023,0.023,0.024,-0.019,0.024,0.045,0.104,0.123
263,-0.022,0.024,0.027,0.025,-0.032,0.031,0.051,0.106,0.122
263.5,-0.024,0.026,0.033,0.026,-0.038,0.028,0.054,0.108,0.12
264,-0.025,0.023,0.03,0.025,-0.032,0.03,0.05,0.107,0.118
264.5,-0.026,0.022,0.028,0.023,-0.038,0.043,0.051,0.106,0.116
265,-0.026,0.023,0.028,0.021,-0.05,0.052,0.053,0.106,0.114
265.5,-0.025,0.018,0.021,0.016,-0.061,0.054,0.052,0.107,0.113
266,-0.023,0.022,0.023,0.014,-0.047,0.05,0.049,0.11,0.112
266.5,-0.021,0.018,0.017,0.012,-0.018,0.046,0.045,0.11,0.11
267,-0.02,0.029,0.018,0.015,0.001,0.051,0.05,0.108,0.107
267.5,-0.019,0.03,0.022,0.022,-0.002,0.052,0.058,0.106,0.104
268,-0.02,0.029,0.025,0.023,0.002,0.047,0.062,0.104,0.102
268.5,-0.021,0.031,0.027,0.029,0.015,0.041,0.06,0.104,0.1
269,-0.022,0.03,0.022,0.031,0.027,0.046,0.056,0.104,0.098
269.5,-0.021,0.031,0.023,0.033,0.022,0.054,0.056,0.103,0.095
270,-0.019,0.031,0.019,0.033,0.023,0.058,0.056,0.098,0.091
270.5,-0.018,0.031,0.017,0.029,0.03,0.059,0.054,0.095,0.087
271,-0.017,0.031,0.013,0.032,0.033,0.056,0.05,0.091,0.079
271.5,-0.015,0.029,0.007,0.029,0.03,0.051,0.051,0.089,0.068
272,-0.014,0.032,0.019,0.023,0.037,0.052,0.057,0.087,0.055
272.5,-0.015,0.023,0.022,0.026,0.046,0.051,0.062,0.086,0.041
273,-0.016,0.024,0.025,0.026,0.051,0.046,0.064,0.082,0.03
273.5,-0.016,0.021,0.027,0.03,0.056,0.042,0.063,0.079,0.024
274,-0.016,0.02,0.025,0.027,0.053,0.051,0.059,0.076,0.024
274.5,-0.015,0.02,0.027,0.026,0.047,0.059,0.059,0.073,0.022
275,-0.014,0.017,0.025,0.022,0.05,0.063,0.058,0.071,0.023
275.5,-0.014,0.018,0.022,0.021,0.049,0.062,0.057,0.069,0.024
276,-0.013,0.016,0.02,0.018,0.045,0.055,0.052,0.066,0.025
276.5,-0.012,0.015,0.019,0.017,0.041,0.054,0.052,0.062,0.026
277,-0.012,0.02,0.017,0.026,0.049,0.055,0.055,0.058,0.028
277.5,-0.014,0.018,0.015,0.027,0.055,0.053,0.059,0.049,0.03
278,-0.013,0.02,0.021,0.029,0.062,0.047,0.06,0.04,0.032
278.5,-0.012,0.019,0.023,0.03,0.065,0.043,0.059,0.027,0.035
279,-0.012,0.022,0.021,0.029,0.055,0.051,0.054,0.013,0.039
279.5,-0.01,0.024,0.02,0.03,0.052,0.059,0.054,-0.003,0.041
280,-0.01,0.019,0.017,0.027,0.052,0.06,0.054,-0.006,0.043
280.5,-0.01,0.022,0.016,0.028,0.049,0.057,0.052,-0.009,0.046
281,-0.01,0.02,0.011,0.026,0.042,0.05,0.047,-0.014,0.049
281.5,-0.01,0.023,0.014,0.023,0.04,0.047,0.046,-0.015,0.053
282,-0.012,0.011,0.025,0.02,0.048,0.049,0.053,-0.018,0.057
282.5,-0.013,0.01,0.024,0.02,0.054,0.049,0.06,-0.02,0.059
283,-0.012,0.011,0.028,0.026,0.056,0.043,0.063,-0.013,0.062
283.5,-0.011,0.012,0.027,0.025,0.055,0.043,0.062,-0.006,0.062
284,-0.011,0.015,0.03,0.025,0.047,0.05,0.057,0,0.065
284.5,-0.011,0.012,0.03,0.024,0.049,0.057,0.057,0.012,0.067
285,-0.012,0.014,0.03,0.02,0.051,0.06,0.057,0.018,0.069
285.5,-0.012,0.013,0.028,0.019,0.049,0.059,0.054,0.026,0.071
286,-0.012,0.008,0.021,0.016,0.044,0.051,0.049,0.032,0.073
286.5,-0.013,0.006,0.017,0.017,0.041,0.05,0.05,0.035,0.074
287,-0.014,0.008,0.012,0.023,0.051,0.051,0.054,0.041,0.075
287.5,-0.014,0.011,0.023,0.029,0.059,0.049,0.059,0.048,0.077
288,-0.011,0.015,0.027,0.035,0.059,0.043,0.062,0.055,0.08
288.5,-0.011,0.016,0.024,0.033,0.052,0.039,0.062,0.057,0.082
289,-0.009,0.016,0.024,0.036,0.042,0.049,0.058,0.061,0.082
289.5,-0.008,0.015,0.02,0.033,0.049,0.057,0.057,0.063,0.084
290,-0.009,0.015,0.019,0.032,0.05,0.058,0.056,0.065,0.084
290.5,-0.008,0.013,0.015,0.028,0.046,0.054,0.051,0.069,0.085
291,-0.009,0.006,0.011,0.023,0.04,0.05,0.046,0.074,0.086
291.5,-0.01,0,0.01,0.021,0.042,0.052,0.048,0.076,0.088
292,-0.012,-0.002,0.017,0.024,0.052,0.054,0.054,0.077,0.089
292.5,-0.012,0.005,0.025,0.029,0.059,0.051,0.059,0.079,0.09
293,-0.011,0.006,0.028,0.028,0.061,0.044,0.061,0.078,0.09
293.5,-0.011,0.007,0.031,0.025,0.058,0.042,0.061,0.08,0.09
294,-0.01,0.007,0.031,0.025,0.05,0.052,0.06,0.084,0.091
294.5,-0.011,0.006,0.026,0.021,0.048,0.06,0.06,0.086,0.093
295,-0.012,0.008,0.028,0.023,0.05,0.062,0.058,0.086,0.094
